company_name_id;company_name;url;year_founded;city;state;country;zip_code;full_time_employees;Employees Mean;Employees STD;Employees;Office Size (m2);Mean sqm per worker;STD sqp per worker;Sqm per worker;company_type;company_category;revenue_source;business_model;social_impact;description;description_short;source_count;data_types;example_uses;data_impacts;financial_info;last_updated
boston-consulting-group;Boston Consulting Group;http://www.bcg.com;1963;Boston;MA;us;2108;5,001-10,000;7500.5;833.2;7110;183376.74;24.86;4.42;25.791384;Private;Research & Consulting;Not reported by company;Business to Business;;BCG is a global management consulting firm that identifies opportunities and challenges for clients from the private, public, and nonprofit sectors. BCG's customized approach combines deep insight into the dynamics of companies and markets with close collaboration at all levels of the client organization.;BCG is a global management consulting firm that identifies opportunities and challenges for clients from the private, public, and nonprofit sectors.;101+;;;[];;32:02.5
boundless;Boundless;www.boundlessgeo.com;2013;New York;NY;us;10038;11-50;30.5;6.5;13;437.04;24.86;4.42;33.618164;Private;Geospatial/Mapping;Data analysis for clients, Database licensing, Subscriptions, User fees for web or mobile access;Business to Business;;Boundless supports customers with a variety of solutions including commercial open source maintenance, spatial IT infrastructure, and data management and analysis tools. Our mission is to develop and maintain the best open source software for geospatial applications. Our roots are in the open source community and our team members are actively involved core contributors and steering committee members across many open source geospatial projects. The foundation of our company is based on the knowledge that openness leads to better collaboration, better software and greater innovation.;We support our customers with a variety of solutions including commercial open source maintenance, spatial IT infrastructure, and data management and analysis tools.;NA;;;[];;52:10.0
bridgewater;Bridgewater;http://www.bwater.com;1975;Westport;CT;us;6880;1,001-5,000;3000.5;666.5;3991;60893.33;16.49;2.09;15.257661;Private;Finance & Investment;Not reported by company;Business to Business, Business to Government;;Bridgewater manages approximately $150 billion in global investments for a wide array of institutional clients, including foreign governments and central banks, corporate and public pension funds, university endowments and charitable foundations.;Bridgewater Associates, LP is a global investment management firm, and advises certain private investment funds and institutional clients.;NA;Economics, Finance, Labor;;[];;34:17.2
brightscope;Brightscope;http://www.brightscope.com/;2008;San Diego;CA;us;92122;51-200;125.5;24.8;120;1983.39;16.49;2.09;16.528259;Private;Finance & Investment;Data analysis for clients, Database licensing, Software licensing, Subscriptions, User fees for web or mobile access;Business to Consumer;;BrightScope is a financial information company that brings transparency to opaque markets. Delivered through web-based software, BrightScope data drives better decision-making for individual investors, corporate plan sponsors, asset managers, broker-dealers, and financial advisors. BrightScope primarily operates in two major segments: Retirement Plans and Wealth Management.;BrightScope is a financial information company that provides data through web-based software to drive better decision-making.;NA;;;[];;05:25.4
buildfax;BuildFax;http://www.buildfax.com/;2008;;NC;us;;11-50;30.5;6.5;27;1224.44;35.77;4.34;45.349558;Private;Business & Legal Services;Not reported by company;Business to Business, Business to Consumer;;BuildFax collects and organizes the data that helps companies solve critical property-related problems. The BuildFax U.S. Property History database is a proprietary property intelligence engine and data resource that contains building and permitting information from cities and counties throughout the country.;BuildFax collects and organizes the data that helps companies solve critical property-related problems.;NA;;;[];;12:28.9
buildingeye;Buildingeye;http://www.buildingeye.com;2011;Palo Alto;CA;us;90017;01-10;5.5;1.5;5;101.43;19.05;0.93;20.286032;Public;Housing/Real Estate;Not reported by company;Business to Consumer;;Buildingeye has designed a new web application that geolocates planning application data in cities, from Dublin to Seattle, so that people can see what’s being planned in their area.;Buildingeye takes local government data on building permits in different locations and visualizes this information on its map.;101+;;;[];;43:23.8
buildzoom;BuildZoom;www.buildzoom.com;2010;San Francisco;CA;us;94105;11-50;30.5;6.5;33;611.29;19.05;0.93;18.523888;Private;Housing/Real Estate;Advertising, Lead generation to other businesses;Business to Consumer;;<p>BuildZoom collects and analyzes data on the construction industry. Data sources include contractor licensors, building permit authorities, consumer agencies and about 70,000 users.</p>;;;;;;;
business-and-legal-resources;Business and Legal Resources;http://www.blr.com;1977;Brentwood;TN;us;37027;51-200;125.5;24.8;107;3798.95;35.77;4.34;35.504243;Private;Business & Legal Services;Not reported by company;Business to Business;;Business & Legal Resources helps U.S. businesses simplify compliance with state and federal legal requirements, and we help them become more successful. We do this by offering content and practical tools. Through our in-house editors and attorney network, we provide comprehensive, state-specific information in all 50 states. We offer our businesses of all sizes and industries information products, including training programs, events, web portals, reports and subscription services.;Business & Legal Resources helps U.S. businesses simplify compliance with state and federal legal requirements.;NA;;;[];;36:58.5
business-monitor-international;Business Monitor International;www.businessmonitor.com;1984;New York;NY;us;;201-500;350.5;49.8;304;9385.74;35.77;4.34;30.87415;Private;Business & Legal Services;not reported by company;Business to Business;;Business Monitor provides trusted, independent analysis and forecasts on countries, industries and financial markets.;Business Monitor provides trusted, independent analysis and forecasts on countries, industries and financial markets.;101+;;;[];;56:52.9
calcbench-inc;Calcbench, Inc.;calcbench.com;2012;New York;NY;us;10002;01-10;5.5;1.5;5;82.22;16.49;2.09;16.443035;Private;Finance & Investment;Data analysis for clients, Database licensing, Subscriptions;Business to Business, Business to Consumer, ;;Calcbench is a company that fully harnesses the power of the new, government mandated data standard called XBRL. This gives us a direct line into the SEC's corporate financial data repository. As a result, we are able to provide data with a whole new level of detail, faster, and at a much better value. Our expertise is that we process and store all XBRL filings in a uniquely structured, cloud based data universe. We use advanced computing techniques to identify and correct errors (close to half a million corrections made so far), and increase comparability between companies. We make data available to you within minutes after a filing leaves the CFOs hands.;With collaborative and crowd-sourced components, Calcbench allows financial analysts, accountants, lawyers and investors to instantly access, work with and share SEC filing data.;NA;;;[];;29:40.6
cambridge-information-group;Cambridge Information Group;http://www.cig.com;1971;New York;NY;us;10019;11-50;30.5;6.5;37;480.98;16.49;2.09;12.999535;Private;Finance & Investment;Not reported by company;Business to Business, Business to Consumer;;Cambridge Information Group (CIG) is a family owned management and investment firm, primarily focused on education, research and information services companies. Our investments have largely focused on businesses in the information services and education industry broadly defined. Generally, our investments either support an existing business or launch a new platform. Our primary goal is to expand and grow existing operating companies through strategic acquisitions. CIG concentrates on businesses of any size, location, and technology structure that can leverage our existing platforms.;Cambridge Information Group (CIG) is a family owned management and investment firm, primarily focused on education, research and information services companies.;101+;;;[];;10:51.3
